antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'item_B_Appliances'}),frozenset({'item_A_Appliances'}),0.1020671834625323,0.1020671834625323,0.1020671834625323,1.0,9.79746835443038,0.09164947352255808,inf,1.0
frozenset({'item_A_Appliances'}),frozenset({'item_B_Appliances'}),0.1020671834625323,0.1020671834625323,0.1020671834625323,1.0,9.79746835443038,0.09164947352255808,inf,1.0
frozenset({'item_C_Appliances'}),frozenset({'item_A_Appliances'}),0.037467700258397935,0.1020671834625323,0.037467700258397935,1.0,9.79746835443038,0.03364347762220486,inf,0.9328859060402684
frozenset({'item_A_Appliances'}),frozenset({'item_C_Appliances'}),0.1020671834625323,0.037467700258397935,0.037467700258397935,0.3670886075949367,9.79746835443038,0.03364347762220486,1.520801033591731,1.0
frozenset({'item_D_Appliances'}),frozenset({'item_A_Appliances'}),0.0103359173126615,0.1020671834625323,0.0103359173126615,1.0,9.79746835443038,0.009280959344056514,inf,0.9073107049608355
frozenset({'item_A_Appliances'}),frozenset({'item_D_Appliances'}),0.1020671834625323,0.0103359173126615,0.0103359173126615,0.10126582278481014,9.79746835443038,0.009280959344056514,1.10117552862394,1.0
frozenset({'item_B_Binders'}),frozenset({'item_A_Binders'}),0.07235142118863049,0.07235142118863049,0.07235142118863049,1.0,13.821428571428573,0.06711669304061588,inf,1.0
frozenset({'item_A_Binders'}),frozenset({'item_B_Binders'}),0.07235142118863049,0.07235142118863049,0.07235142118863049,1.0,13.821428571428573,0.06711669304061588,inf,1.0
frozenset({'item_C_Binders'}),frozenset({'item_A_Binders'}),0.041343669250646,0.07235142118863049,0.041343669250646,1.0,13.821428571428573,0.03835239602320908,inf,0.967654986522911
frozenset({'item_A_Binders'}),frozenset({'item_C_Binders'}),0.07235142118863049,0.041343669250646,0.041343669250646,0.5714285714285715,13.821428571428573,0.03835239602320908,2.236864771748493,1.0
frozenset({'item_D_Binders'}),frozenset({'item_A_Binders'}),0.015503875968992248,0.07235142118863049,0.015503875968992248,1.0,13.821428571428573,0.014382148508703403,inf,0.9422572178477691
frozenset({'item_A_Binders'}),frozenset({'item_D_Binders'}),0.07235142118863049,0.015503875968992248,0.015503875968992248,0.2142857142857143,13.821428571428573,0.014382148508703403,1.2529950669485552,1.0
frozenset({'item_A_Bookcases'}),frozenset({'item_B_Bookcases'}),0.0710594315245478,0.0710594315245478,0.0710594315245478,1.0,14.072727272727274,0.0660099887159559,inf,1.0
frozenset({'item_B_Bookcases'}),frozenset({'item_A_Bookcases'}),0.0710594315245478,0.0710594315245478,0.0710594315245478,1.0,14.072727272727274,0.0660099887159559,inf,1.0
frozenset({'item_A_Bookcases'}),frozenset({'item_C_Bookcases'}),0.0710594315245478,0.01808785529715762,0.01808785529715762,0.2545454545454545,14.072727272727272,0.01680254258224332,1.3171992185038128,1.0
frozenset({'item_C_Bookcases'}),frozenset({'item_A_Bookcases'}),0.01808785529715762,0.0710594315245478,0.01808785529715762,1.0,14.072727272727274,0.01680254258224332,inf,0.9460526315789474
frozenset({'item_B_Chairs'}),frozenset({'item_A_Chairs'}),0.14599483204134367,0.14599483204134367,0.14599483204134367,1.0,6.849557522123893,0.12468034105856352,inf,1.0
frozenset({'item_A_Chairs'}),frozenset({'item_B_Chairs'}),0.14599483204134367,0.14599483204134367,0.14599483204134367,1.0,6.849557522123893,0.12468034105856352,inf,1.0
frozenset({'item_C_Chairs'}),frozenset({'item_A_Chairs'}),0.07881136950904392,0.14599483204134367,0.07881136950904392,1.0,6.849557522123893,0.06730531685462278,inf,0.9270687237026648
frozenset({'item_A_Chairs'}),frozenset({'item_C_Chairs'}),0.14599483204134367,0.07881136950904392,0.07881136950904392,0.5398230088495575,6.849557522123893,0.06730531685462278,2.0018137547207315,1.0
frozenset({'item_D_Chairs'}),frozenset({'item_A_Chairs'}),0.03617571059431524,0.14599483204134367,0.03617571059431524,1.0,6.849557522123893,0.030894243802121933,inf,0.8860589812332439
frozenset({'item_A_Chairs'}),frozenset({'item_D_Chairs'}),0.14599483204134367,0.03617571059431524,0.03617571059431524,0.247787610619469,6.849557522123893,0.030894243802121933,1.2813193494452044,1.0
frozenset({'item_A_Chairs'}),frozenset({'item_E_Chairs'}),0.14599483204134367,0.0103359173126615,0.0103359173126615,0.07079646017699115,6.849557522123893,0.008826926800606268,1.0650670604158976,1.0
frozenset({'item_E_Chairs'}),frozenset({'item_A_Chairs'}),0.0103359173126615,0.14599483204134367,0.0103359173126615,1.0,6.849557522123893,0.008826926800606268,inf,0.8629242819843342
frozenset({'item_A_Copiers'}),frozenset({'item_B_Copiers'}),0.24289405684754523,0.24289405684754523,0.24289405684754523,1.0,4.117021276595745,0.1838965339956867,inf,1.0000000000000002
frozenset({'item_B_Copiers'}),frozenset({'item_A_Copiers'}),0.24289405684754523,0.24289405684754523,0.24289405684754523,1.0,4.117021276595745,0.1838965339956867,inf,1.0000000000000002
frozenset({'item_C_Copiers'}),frozenset({'item_A_Copiers'}),0.15633074935400518,0.24289405684754523,0.15633074935400518,1.0,4.117021276595745,0.1183589394333941,inf,0.89739663093415
frozenset({'item_A_Copiers'}),frozenset({'item_C_Copiers'}),0.24289405684754523,0.15633074935400518,0.15633074935400518,0.6436170212765958,4.117021276595745,0.1183589394333941,2.3673107331559264,1.0
frozenset({'item_D_Copiers'}),frozenset({'item_A_Copiers'}),0.09043927648578812,0.24289405684754523,0.09043927648578812,1.0,4.117021276595745,0.06847211372179823,inf,0.8323863636363635
frozenset({'item_A_Copiers'}),frozenset({'item_D_Copiers'}),0.24289405684754523,0.09043927648578812,0.09043927648578812,0.3723404255319149,4.117021276595744,0.06847211372179823,1.4491306442429819,1.0
frozenset({'item_A_Copiers'}),frozenset({'item_E_Copiers'}),0.24289405684754523,0.03875968992248062,0.03875968992248062,0.15957446808510636,4.117021276595744,0.029345191595056386,1.1437542930036306,1.0
frozenset({'item_E_Copiers'}),frozenset({'item_A_Copiers'}),0.03875968992248062,0.24289405684754523,0.03875968992248062,1.0,4.117021276595745,0.029345191595056386,inf,0.7876344086021505
frozenset({'item_F_Copiers'}),frozenset({'item_A_Copiers'}),0.0103359173126615,0.24289405684754523,0.0103359173126615,1.0,4.117021276595745,0.00782538442534837,inf,0.7650130548302873
frozenset({'item_A_Copiers'}),frozenset({'item_F_Copiers'}),0.24289405684754523,0.0103359173126615,0.0103359173126615,0.0425531914893617,4.117021276595745,0.00782538442534837,1.033649153028998,1.0000000000000002
frozenset({'item_A_Machines'}),frozenset({'item_B_Machines'}),0.014211886304909561,0.014211886304909561,0.014211886304909561,1.0,70.36363636363636,0.014009908592565885,inf,1.0
frozenset({'item_B_Machines'}),frozenset({'item_A_Machines'}),0.014211886304909561,0.014211886304909561,0.014211886304909561,1.0,70.36363636363636,0.014009908592565885,inf,1.0
frozenset({'item_B_Phones'}),frozenset({'item_A_Phones'}),0.2971576227390181,0.2971576227390181,0.2971576227390181,1.0,3.365217391304348,0.2088549699871135,inf,1.0
frozenset({'item_A_Phones'}),frozenset({'item_B_Phones'}),0.2971576227390181,0.2971576227390181,0.2971576227390181,1.0,3.365217391304348,0.2088549699871135,inf,1.0
frozenset({'item_A_Phones'}),frozenset({'item_C_Phones'}),0.2971576227390181,0.1330749354005168,0.1330749354005168,0.44782608695652176,3.365217391304348,0.09353070395075082,1.5700217705344974,0.9999999999999999
frozenset({'item_C_Phones'}),frozenset({'item_A_Phones'}),0.1330749354005168,0.2971576227390181,0.1330749354005168,1.0,3.365217391304348,0.09353070395075082,inf,0.8107302533532041
frozenset({'item_D_Phones'}),frozenset({'item_A_Phones'}),0.04392764857881137,0.2971576227390181,0.04392764857881137,1.0,3.365217391304348,0.030874212954616773,inf,0.7351351351351351
frozenset({'item_A_Phones'}),frozenset({'item_D_Phones'}),0.2971576227390181,0.04392764857881137,0.04392764857881137,0.14782608695652175,3.3652173913043484,0.030874212954616773,1.121921636871803,0.9999999999999999
frozenset({'item_E_Phones'}),frozenset({'item_A_Phones'}),0.0103359173126615,0.2971576227390181,0.0103359173126615,1.0,3.365217391304348,0.007264520695203948,inf,0.7101827676240209
frozenset({'item_A_Phones'}),frozenset({'item_E_Phones'}),0.2971576227390181,0.0103359173126615,0.0103359173126615,0.034782608695652174,3.365217391304348,0.007264520695203948,1.02532765323463,1.0
frozenset({'item_B_Supplies'}),frozenset({'item_A_Supplies'}),0.014211886304909561,0.014211886304909561,0.014211886304909561,1.0,70.36363636363636,0.014009908592565885,inf,1.0
frozenset({'item_A_Supplies'}),frozenset({'item_B_Supplies'}),0.014211886304909561,0.014211886304909561,0.014211886304909561,1.0,70.36363636363636,0.014009908592565885,inf,1.0
frozenset({'item_B_Tables'}),frozenset({'item_A_Tables'}),0.025839793281653745,0.025839793281653745,0.025839793281653745,1.0,38.7,0.025172098364815147,inf,1.0
frozenset({'item_A_Tables'}),frozenset({'item_B_Tables'}),0.025839793281653745,0.025839793281653745,0.025839793281653745,1.0,38.7,0.025172098364815147,inf,1.0
frozenset({'item_B_Appliances'}),frozenset({'item_C_Appliances'}),0.1020671834625323,0.037467700258397935,0.037467700258397935,0.3670886075949367,9.79746835443038,0.03364347762220486,1.520801033591731,1.0
frozenset({'item_C_Appliances'}),frozenset({'item_B_Appliances'}),0.037467700258397935,0.1020671834625323,0.037467700258397935,1.0,9.79746835443038,0.03364347762220486,inf,0.9328859060402684
frozenset({'item_D_Appliances'}),frozenset({'item_B_Appliances'}),0.0103359173126615,0.1020671834625323,0.0103359173126615,1.0,9.79746835443038,0.009280959344056514,inf,0.9073107049608355
frozenset({'item_B_Appliances'}),frozenset({'item_D_Appliances'}),0.1020671834625323,0.0103359173126615,0.0103359173126615,0.10126582278481014,9.79746835443038,0.009280959344056514,1.10117552862394,1.0
frozenset({'item_C_Binders'}),frozenset({'item_B_Binders'}),0.041343669250646,0.07235142118863049,0.041343669250646,1.0,13.821428571428573,0.03835239602320908,inf,0.967654986522911
frozenset({'item_B_Binders'}),frozenset({'item_C_Binders'}),0.07235142118863049,0.041343669250646,0.041343669250646,0.5714285714285715,13.821428571428573,0.03835239602320908,2.236864771748493,1.0
frozenset({'item_D_Binders'}),frozenset({'item_B_Binders'}),0.015503875968992248,0.07235142118863049,0.015503875968992248,1.0,13.821428571428573,0.014382148508703403,inf,0.9422572178477691
frozenset({'item_B_Binders'}),frozenset({'item_D_Binders'}),0.07235142118863049,0.015503875968992248,0.015503875968992248,0.2142857142857143,13.821428571428573,0.014382148508703403,1.2529950669485552,1.0
frozenset({'item_B_Bookcases'}),frozenset({'item_C_Bookcases'}),0.0710594315245478,0.01808785529715762,0.01808785529715762,0.2545454545454545,14.072727272727272,0.01680254258224332,1.3171992185038128,1.0
frozenset({'item_C_Bookcases'}),frozenset({'item_B_Bookcases'}),0.01808785529715762,0.0710594315245478,0.01808785529715762,1.0,14.072727272727274,0.01680254258224332,inf,0.9460526315789474
frozenset({'item_C_Chairs'}),frozenset({'item_B_Chairs'}),0.07881136950904392,0.14599483204134367,0.07881136950904392,1.0,6.849557522123893,0.06730531685462278,inf,0.9270687237026648
frozenset({'item_B_Chairs'}),frozenset({'item_C_Chairs'}),0.14599483204134367,0.07881136950904392,0.07881136950904392,0.5398230088495575,6.849557522123893,0.06730531685462278,2.0018137547207315,1.0
frozenset({'item_B_Chairs'}),frozenset({'item_D_Chairs'}),0.14599483204134367,0.03617571059431524,0.03617571059431524,0.247787610619469,6.849557522123893,0.030894243802121933,1.2813193494452044,1.0
frozenset({'item_D_Chairs'}),frozenset({'item_B_Chairs'}),0.03617571059431524,0.14599483204134367,0.03617571059431524,1.0,6.849557522123893,0.030894243802121933,inf,0.8860589812332439
frozenset({'item_B_Chairs'}),frozenset({'item_E_Chairs'}),0.14599483204134367,0.0103359173126615,0.0103359173126615,0.07079646017699115,6.849557522123893,0.008826926800606268,1.0650670604158976,1.0
frozenset({'item_E_Chairs'}),frozenset({'item_B_Chairs'}),0.0103359173126615,0.14599483204134367,0.0103359173126615,1.0,6.849557522123893,0.008826926800606268,inf,0.8629242819843342
frozenset({'item_C_Copiers'}),frozenset({'item_B_Copiers'}),0.15633074935400518,0.24289405684754523,0.15633074935400518,1.0,4.117021276595745,0.1183589394333941,inf,0.89739663093415
frozenset({'item_B_Copiers'}),frozenset({'item_C_Copiers'}),0.24289405684754523,0.15633074935400518,0.15633074935400518,0.6436170212765958,4.117021276595745,0.1183589394333941,2.3673107331559264,1.0
frozenset({'item_D_Copiers'}),frozenset({'item_B_Copiers'}),0.09043927648578812,0.24289405684754523,0.09043927648578812,1.0,4.117021276595745,0.06847211372179823,inf,0.8323863636363635
frozenset({'item_B_Copiers'}),frozenset({'item_D_Copiers'}),0.24289405684754523,0.09043927648578812,0.09043927648578812,0.3723404255319149,4.117021276595744,0.06847211372179823,1.4491306442429819,1.0
frozenset({'item_E_Copiers'}),frozenset({'item_B_Copiers'}),0.03875968992248062,0.24289405684754523,0.03875968992248062,1.0,4.117021276595745,0.029345191595056386,inf,0.7876344086021505
frozenset({'item_B_Copiers'}),frozenset({'item_E_Copiers'}),0.24289405684754523,0.03875968992248062,0.03875968992248062,0.15957446808510636,4.117021276595744,0.029345191595056386,1.1437542930036306,1.0
frozenset({'item_F_Copiers'}),frozenset({'item_B_Copiers'}),0.0103359173126615,0.24289405684754523,0.0103359173126615,1.0,4.117021276595745,0.00782538442534837,inf,0.7650130548302873
frozenset({'item_B_Copiers'}),frozenset({'item_F_Copiers'}),0.24289405684754523,0.0103359173126615,0.0103359173126615,0.0425531914893617,4.117021276595745,0.00782538442534837,1.033649153028998,1.0000000000000002
frozenset({'item_B_Phones'}),frozenset({'item_C_Phones'}),0.2971576227390181,0.1330749354005168,0.1330749354005168,0.44782608695652176,3.365217391304348,0.09353070395075082,1.5700217705344974,0.9999999999999999
frozenset({'item_C_Phones'}),frozenset({'item_B_Phones'}),0.1330749354005168,0.2971576227390181,0.1330749354005168,1.0,3.365217391304348,0.09353070395075082,inf,0.8107302533532041
frozenset({'item_B_Phones'}),frozenset({'item_D_Phones'}),0.2971576227390181,0.04392764857881137,0.04392764857881137,0.14782608695652175,3.3652173913043484,0.030874212954616773,1.121921636871803,0.9999999999999999
frozenset({'item_D_Phones'}),frozenset({'item_B_Phones'}),0.04392764857881137,0.2971576227390181,0.04392764857881137,1.0,3.365217391304348,0.030874212954616773,inf,0.7351351351351351
frozenset({'item_B_Phones'}),frozenset({'item_E_Phones'}),0.2971576227390181,0.0103359173126615,0.0103359173126615,0.034782608695652174,3.365217391304348,0.007264520695203948,1.02532765323463,1.0
frozenset({'item_E_Phones'}),frozenset({'item_B_Phones'}),0.0103359173126615,0.2971576227390181,0.0103359173126615,1.0,3.365217391304348,0.007264520695203948,inf,0.7101827676240209
frozenset({'item_D_Appliances'}),frozenset({'item_C_Appliances'}),0.0103359173126615,0.037467700258397935,0.0103359173126615,1.0,26.689655172413794,0.009948654260895112,inf,0.9725848563968669
frozenset({'item_C_Appliances'}),frozenset({'item_D_Appliances'}),0.037467700258397935,0.0103359173126615,0.0103359173126615,0.27586206896551724,26.68965517241379,0.009948654260895112,1.3666789713301342,1.0
frozenset({'item_C_Binders'}),frozenset({'item_D_Binders'}),0.041343669250646,0.015503875968992248,0.015503875968992248,0.375,24.1875,0.014862888848827194,1.5751937984496123,1.0
frozenset({'item_D_Binders'}),frozenset({'item_C_Binders'}),0.015503875968992248,0.041343669250646,0.015503875968992248,1.0,24.1875,0.014862888848827194,inf,0.973753280839895
frozenset({'item_C_Chairs'}),frozenset({'item_D_Chairs'}),0.07881136950904392,0.03617571059431524,0.03617571059431524,0.45901639344262296,12.688524590163937,0.033324653299414426,1.7816145955680842,0.9999999999999998
frozenset({'item_D_Chairs'}),frozenset({'item_C_Chairs'}),0.03617571059431524,0.07881136950904392,0.03617571059431524,1.0,12.688524590163935,0.033324653299414426,inf,0.955764075067024
frozenset({'item_C_Chairs'}),frozenset({'item_E_Chairs'}),0.07881136950904392,0.0103359173126615,0.0103359173126615,0.13114754098360656,12.688524590163935,0.00952132951411841,1.1390473404514652,1.0
frozenset({'item_E_Chairs'}),frozenset({'item_C_Chairs'}),0.0103359173126615,0.07881136950904392,0.0103359173126615,1.0,12.688524590163935,0.00952132951411841,inf,0.9308093994778068
frozenset({'item_C_Copiers'}),frozenset({'item_D_Copiers'}),0.15633074935400518,0.09043927648578812,0.09043927648578812,0.5785123966942148,6.396694214876033,0.0763008366217308,2.1579774028474437,1.0
frozenset({'item_D_Copiers'}),frozenset({'item_C_Copiers'}),0.09043927648578812,0.15633074935400518,0.09043927648578812,1.0,6.396694214876033,0.0763008366217308,inf,0.9275568181818182
frozenset({'item_C_Copiers'}),frozenset({'item_E_Copiers'}),0.15633074935400518,0.03875968992248062,0.03875968992248062,0.24793388429752064,6.396694214876033,0.03270035855217034,1.2781327199931851,1.0
frozenset({'item_E_Copiers'}),frozenset({'item_C_Copiers'}),0.03875968992248062,0.15633074935400518,0.03875968992248062,1.0,6.396694214876033,0.03270035855217034,inf,0.8776881720430108
frozenset({'item_C_Copiers'}),frozenset({'item_F_Copiers'}),0.15633074935400518,0.0103359173126615,0.0103359173126615,0.06611570247933884,6.396694214876033,0.008720095613912092,1.0597287965059112,1.0
frozenset({'item_F_Copiers'}),frozenset({'item_C_Copiers'}),0.0103359173126615,0.15633074935400518,0.0103359173126615,1.0,6.396694214876033,0.008720095613912092,inf,0.8524804177545692
frozenset({'item_D_Phones'}),frozenset({'item_C_Phones'}),0.04392764857881137,0.1330749354005168,0.04392764857881137,1.0,7.514563106796117,0.03808197958188944,inf,0.9067567567567568
frozenset({'item_C_Phones'}),frozenset({'item_D_Phones'}),0.1330749354005168,0.04392764857881137,0.04392764857881137,0.33009708737864074,7.514563106796116,0.03808197958188944,1.427180466614238,1.0
frozenset({'item_E_Phones'}),frozenset({'item_C_Phones'}),0.0103359173126615,0.1330749354005168,0.0103359173126615,1.0,7.514563106796117,0.008960465783973987,inf,0.8759791122715405
frozenset({'item_C_Phones'}),frozenset({'item_E_Phones'}),0.1330749354005168,0.0103359173126615,0.0103359173126615,0.07766990291262137,7.514563106796117,0.008960465783973987,1.0730042159662723,1.0
frozenset({'item_D_Chairs'}),frozenset({'item_E_Chairs'}),0.03617571059431524,0.0103359173126615,0.0103359173126615,0.28571428571428575,27.642857142857146,0.009962008159231884,1.3855297157622741,1.0
frozenset({'item_E_Chairs'}),frozenset({'item_D_Chairs'}),0.0103359173126615,0.03617571059431524,0.0103359173126615,1.0,27.642857142857146,0.009962008159231884,inf,0.9738903394255874
frozenset({'item_D_Copiers'}),frozenset({'item_E_Copiers'}),0.09043927648578812,0.03875968992248062,0.03875968992248062,0.42857142857142855,11.057142857142857,0.03525429160907798,1.682170542635659,1.0
frozenset({'item_E_Copiers'}),frozenset({'item_D_Copiers'}),0.03875968992248062,0.09043927648578812,0.03875968992248062,1.0,11.057142857142857,0.03525429160907798,inf,0.946236559139785
frozenset({'item_D_Copiers'}),frozenset({'item_F_Copiers'}),0.09043927648578812,0.0103359173126615,0.0103359173126615,0.11428571428571428,11.057142857142857,0.009401144429087462,1.1173626740018339,1.0
frozenset({'item_F_Copiers'}),frozenset({'item_D_Copiers'}),0.0103359173126615,0.09043927648578812,0.0103359173126615,1.0,11.057142857142857,0.009401144429087462,inf,0.9190600522193212
frozenset({'item_E_Phones'}),frozenset({'item_D_Phones'}),0.0103359173126615,0.04392764857881137,0.0103359173126615,1.0,22.764705882352942,0.009881884769211252,inf,0.9660574412532638
frozenset({'item_D_Phones'}),frozenset({'item_E_Phones'}),0.04392764857881137,0.0103359173126615,0.0103359173126615,0.23529411764705885,22.764705882352942,0.009881884769211252,1.2941761081295966,1.0
frozenset({'item_F_Copiers'}),frozenset({'item_E_Copiers'}),0.0103359173126615,0.03875968992248062,0.0103359173126615,1.0,25.8,0.00993530036255834,inf,0.9712793733681462
frozenset({'item_E_Copiers'}),frozenset({'item_F_Copiers'}),0.03875968992248062,0.0103359173126615,0.0103359173126615,0.26666666666666666,25.799999999999997,0.00993530036255834,1.3495419309372796,1.0
"frozenset({'item_B_Appliances', 'item_C_Appliances'})",frozenset({'item_A_Appliances'}),0.037467700258397935,0.1020671834625323,0.037467700258397935,1.0,9.79746835443038,0.03364347762220486,inf,0.9328859060402684
"frozenset({'item_B_Appliances', 'item_A_Appliances'})",frozenset({'item_C_Appliances'}),0.1020671834625323,0.037467700258397935,0.037467700258397935,0.3670886075949367,9.79746835443038,0.03364347762220486,1.520801033591731,1.0
"frozenset({'item_C_Appliances', 'item_A_Appliances'})",frozenset({'item_B_Appliances'}),0.037467700258397935,0.1020671834625323,0.037467700258397935,1.0,9.79746835443038,0.03364347762220486,inf,0.9328859060402684
frozenset({'item_B_Appliances'}),"frozenset({'item_C_Appliances', 'item_A_Appliances'})",0.1020671834625323,0.037467700258397935,0.037467700258397935,0.3670886075949367,9.79746835443038,0.03364347762220486,1.520801033591731,1.0
frozenset({'item_C_Appliances'}),"frozenset({'item_B_Appliances', 'item_A_Appliances'})",0.037467700258397935,0.1020671834625323,0.037467700258397935,1.0,9.79746835443038,0.03364347762220486,inf,0.9328859060402684
frozenset({'item_A_Appliances'}),"frozenset({'item_B_Appliances', 'item_C_Appliances'})",0.1020671834625323,0.037467700258397935,0.037467700258397935,0.3670886075949367,9.79746835443038,0.03364347762220486,1.520801033591731,1.0
"frozenset({'item_D_Appliances', 'item_B_Appliances'})",frozenset({'item_A_Appliances'}),0.0103359173126615,0.1020671834625323,0.0103359173126615,1.0,9.79746835443038,0.009280959344056514,inf,0.9073107049608355
"frozenset({'item_D_Appliances', 'item_A_Appliances'})",frozenset({'item_B_Appliances'}),0.0103359173126615,0.1020671834625323,0.0103359173126615,1.0,9.79746835443038,0.009280959344056514,inf,0.9073107049608355
"frozenset({'item_B_Appliances', 'item_A_Appliances'})",frozenset({'item_D_Appliances'}),0.1020671834625323,0.0103359173126615,0.0103359173126615,0.10126582278481014,9.79746835443038,0.009280959344056514,1.10117552862394,1.0
frozenset({'item_D_Appliances'}),"frozenset({'item_B_Appliances', 'item_A_Appliances'})",0.0103359173126615,0.1020671834625323,0.0103359173126615,1.0,9.79746835443038,0.009280959344056514,inf,0.9073107049608355
frozenset({'item_B_Appliances'}),"frozenset({'item_D_Appliances', 'item_A_Appliances'})",0.1020671834625323,0.0103359173126615,0.0103359173126615,0.10126582278481014,9.79746835443038,0.009280959344056514,1.10117552862394,1.0
frozenset({'item_A_Appliances'}),"frozenset({'item_D_Appliances', 'item_B_Appliances'})",0.1020671834625323,0.0103359173126615,0.0103359173126615,0.10126582278481014,9.79746835443038,0.009280959344056514,1.10117552862394,1.0
"frozenset({'item_D_Appliances', 'item_C_Appliances'})",frozenset({'item_A_Appliances'}),0.0103359173126615,0.1020671834625323,0.0103359173126615,1.0,9.79746835443038,0.009280959344056514,inf,0.9073107049608355
"frozenset({'item_D_Appliances', 'item_A_Appliances'})",frozenset({'item_C_Appliances'}),0.0103359173126615,0.037467700258397935,0.0103359173126615,1.0,26.689655172413794,0.009948654260895112,inf,0.9725848563968669
"frozenset({'item_C_Appliances', 'item_A_Appliances'})",frozenset({'item_D_Appliances'}),0.037467700258397935,0.0103359173126615,0.0103359173126615,0.27586206896551724,26.68965517241379,0.009948654260895112,1.3666789713301342,1.0
frozenset({'item_D_Appliances'}),"frozenset({'item_C_Appliances', 'item_A_Appliances'})",0.0103359173126615,0.037467700258397935,0.0103359173126615,1.0,26.689655172413794,0.009948654260895112,inf,0.9725848563968669
frozenset({'item_C_Appliances'}),"frozenset({'item_D_Appliances', 'item_A_Appliances'})",0.037467700258397935,0.0103359173126615,0.0103359173126615,0.27586206896551724,26.68965517241379,0.009948654260895112,1.3666789713301342,1.0
frozenset({'item_A_Appliances'}),"frozenset({'item_D_Appliances', 'item_C_Appliances'})",0.1020671834625323,0.0103359173126615,0.0103359173126615,0.10126582278481014,9.79746835443038,0.009280959344056514,1.10117552862394,1.0
"frozenset({'item_C_Binders', 'item_B_Binders'})",frozenset({'item_A_Binders'}),0.041343669250646,0.07235142118863049,0.041343669250646,1.0,13.821428571428573,0.03835239602320908,inf,0.967654986522911
"frozenset({'item_C_Binders', 'item_A_Binders'})",frozenset({'item_B_Binders'}),0.041343669250646,0.07235142118863049,0.041343669250646,1.0,13.821428571428573,0.03835239602320908,inf,0.967654986522911
"frozenset({'item_A_Binders', 'item_B_Binders'})",frozenset({'item_C_Binders'}),0.07235142118863049,0.041343669250646,0.041343669250646,0.5714285714285715,13.821428571428573,0.03835239602320908,2.236864771748493,1.0
frozenset({'item_C_Binders'}),"frozenset({'item_A_Binders', 'item_B_Binders'})",0.041343669250646,0.07235142118863049,0.041343669250646,1.0,13.821428571428573,0.03835239602320908,inf,0.967654986522911
frozenset({'item_B_Binders'}),"frozenset({'item_C_Binders', 'item_A_Binders'})",0.07235142118863049,0.041343669250646,0.041343669250646,0.5714285714285715,13.821428571428573,0.03835239602320908,2.236864771748493,1.0
frozenset({'item_A_Binders'}),"frozenset({'item_C_Binders', 'item_B_Binders'})",0.07235142118863049,0.041343669250646,0.041343669250646,0.5714285714285715,13.821428571428573,0.03835239602320908,2.236864771748493,1.0
"frozenset({'item_D_Binders', 'item_B_Binders'})",frozenset({'item_A_Binders'}),0.015503875968992248,0.07235142118863049,0.015503875968992248,1.0,13.821428571428573,0.014382148508703403,inf,0.9422572178477691
"frozenset({'item_A_Binders', 'item_B_Binders'})",frozenset({'item_D_Binders'}),0.07235142118863049,0.015503875968992248,0.015503875968992248,0.2142857142857143,13.821428571428573,0.014382148508703403,1.2529950669485552,1.0
"frozenset({'item_D_Binders', 'item_A_Binders'})",frozenset({'item_B_Binders'}),0.015503875968992248,0.07235142118863049,0.015503875968992248,1.0,13.821428571428573,0.014382148508703403,inf,0.9422572178477691
frozenset({'item_B_Binders'}),"frozenset({'item_D_Binders', 'item_A_Binders'})",0.07235142118863049,0.015503875968992248,0.015503875968992248,0.2142857142857143,13.821428571428573,0.014382148508703403,1.2529950669485552,1.0
frozenset({'item_D_Binders'}),"frozenset({'item_A_Binders', 'item_B_Binders'})",0.015503875968992248,0.07235142118863049,0.015503875968992248,1.0,13.821428571428573,0.014382148508703403,inf,0.9422572178477691
frozenset({'item_A_Binders'}),"frozenset({'item_D_Binders', 'item_B_Binders'})",0.07235142118863049,0.015503875968992248,0.015503875968992248,0.2142857142857143,13.821428571428573,0.014382148508703403,1.2529950669485552,1.0
"frozenset({'item_C_Binders', 'item_D_Binders'})",frozenset({'item_A_Binders'}),0.015503875968992248,0.07235142118863049,0.015503875968992248,1.0,13.821428571428573,0.014382148508703403,inf,0.9422572178477691
"frozenset({'item_C_Binders', 'item_A_Binders'})",frozenset({'item_D_Binders'}),0.041343669250646,0.015503875968992248,0.015503875968992248,0.375,24.1875,0.014862888848827194,1.5751937984496123,1.0
"frozenset({'item_D_Binders', 'item_A_Binders'})",frozenset({'item_C_Binders'}),0.015503875968992248,0.041343669250646,0.015503875968992248,1.0,24.1875,0.014862888848827194,inf,0.973753280839895
frozenset({'item_C_Binders'}),"frozenset({'item_D_Binders', 'item_A_Binders'})",0.041343669250646,0.015503875968992248,0.015503875968992248,0.375,24.1875,0.014862888848827194,1.5751937984496123,1.0
frozenset({'item_D_Binders'}),"frozenset({'item_C_Binders', 'item_A_Binders'})",0.015503875968992248,0.041343669250646,0.015503875968992248,1.0,24.1875,0.014862888848827194,inf,0.973753280839895
frozenset({'item_A_Binders'}),"frozenset({'item_C_Binders', 'item_D_Binders'})",0.07235142118863049,0.015503875968992248,0.015503875968992248,0.2142857142857143,13.821428571428573,0.014382148508703403,1.2529950669485552,1.0
